v,w,x,y,z,class
3.902521188397422,3.0700923852311472,5.673436318008699,4.727057519130263,6.508079979616456,A
6.744644550405024,2.2694956727155264,3.733680301537472,7.318619126461302,5.0871349802368355,C
7.00957443468195,2.983829675789303,5.423508081140428,6.64174788341926,6.360224082037567,C
3.636357319166266,4.027491247643469,3.867212622516355,3.601676526611932,5.7262021887937085,A
6.149448387324476,6.755906560891791,2.4914855204273234,3.0253075677595307,4.093529080421503,A
4.941394756043995,6.884861059612318,3.039071079760036,6.3961362853087085,5.072402431124873,C
4.934077038580323,3.8163380701022773,2.2382546383803357,4.336597138147184,3.55825133998722,D
5.655421709804508,3.6770555934879594,6.765796147478627,4.9855281101588655,4.709389583619018,B
6.5270329367768,4.536951021804622,6.391833893541977,6.056557288088459,7.758723105546032,C
4.752071678797577,5.1512778757707185,4.222791480394267,5.995538116455744,4.088419209249398,D
3.0047635734143947,4.099577411951766,4.1154191770164195,5.298238183488029,6.082917475028429,C
3.6641964375929317,6.5039217311504185,4.057044364373869,7.401222132042896,5.213903161137449,C
4.544630123437137,4.168436611310777,7.144586454401918,2.8997145130720217,3.7317870212974187,E
3.1389143560744395,3.792361851500555,5.566694160858831,7.592506198573913,1.8655267349886788,D
4.098622393963158,5.141134675679156,1.6878843008212918,6.711807479221416,3.523888923367135,C
6.144885577325683,5.962175392211501,5.568051131658348,4.1193914029131395,5.994580123550251,A
4.326327000757414,7.477738569305914,5.241914794307161,5.149588285271737,6.6284208021928,A
5.491733699680286,2.765358176490336,2.3454554357154396,4.170796814611353,5.300866651942228,D
3.397255046710497,3.454057775806471,6.186054355094526,5.557902786780114,7.522990230063229,A
5.145095208103739,3.743104467078123,6.024319786171046,6.379671809585545,3.0407969560078643,E
5.997575077504901,3.9513551693639055,6.857925888999111,6.477031414627323,3.8917301887342712,E
1.7273381134090986,5.233715483224792,3.7412783579900872,5.789797310518374,4.0460522740783045,D
4.0251898669277075,5.46634853882151,6.37058804253021,6.138217863768364,3.226534939808894,E
8.13214259449971,2.698814571609428,8.825937888290367,4.966513310479648,6.2754660802783695,E
6.125551013085848,3.5853778824965863,4.927396049496113,6.531359530549138,1.178181434402919,E
4.805681787340474,1.5872323747447576,5.990483195022311,6.201704195827942,3.9942604997582993,E
6.811277949816535,0.977240938107939,3.384154381960635,5.575810736904503,5.360716228853306,C
5.150706667344011,5.081645203846075,7.561743031194317,6.407632324849808,5.522106297451778,E
4.058081046627321,3.966478321303422,4.1112777094952175,5.830387286298764,4.696012677725979,D
4.011721395669921,4.258661141692292,6.01086609829386,6.390664665104806,2.908304959455974,E
8.374124229558094,2.8671920601553698,2.2002144571956093,6.397919188666792,4.103441771153387,C
4.634482887742378,2.9917360195363454,7.999052786613738,5.800763073318538,6.403925296900548,E
7.676140314489784,4.030482343921831,3.700341795034692,7.682182747543809,4.859492519776814,C
